method,chart_id,field,question_field,leg_index,correct,error_type,comparison_policy,pred_json,target_json
A1,KACK_R15,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACK_R15,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 329.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACK_R33,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 329.1, ""type"": ""course_deg""}}"
A1,KACK_R33,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACK_R33,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACK_R33,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACK_R33,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACK_R33,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 90.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A1,KACP_R18,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 177.5, ""type"": ""course_deg""}}"
A1,KACP_R18,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACP_R18,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACP_R18,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACP_R18,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACP_R18,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 357.5, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACP_R36,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 357.5, ""type"": ""course_deg""}}"
A1,KACP_R36,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACP_R36,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACP_R36,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACP_R36,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 177.5, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACQ_R15,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 152.1, ""type"": ""course_deg""}}"
A1,KACQ_R15,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACQ_R15,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACQ_R15,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACQ_R15,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 332.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACQ_R33,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 332.2, ""type"": ""course_deg""}}"
A1,KACQ_R33,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACQ_R33,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACQ_R33,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACQ_R33,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 152.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACY_R04,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 38.0, ""type"": ""course_deg""}}"
A1,KACY_R04,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACY_R04,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R04,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R04,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 270.0, ""leg_distance_nm"": 6.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACY_R13-Y,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 127.9, ""type"": ""course_deg""}}"
A1,KACY_R13-Y,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACY_R13-Y,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R13-Y,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R13-Y,leg_3.Q5_hold_params,Q5_hold_params,3,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R13-Y,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R13-Y,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 218.2, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KACY_R31-Y,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 308.1, ""type"": ""course_deg""}}"
A1,KACY_R31-Y,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KACY_R31-Y,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R31-Y,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R31-Y,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KACY_R31-Y,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 37.8, ""leg_distance_nm"": 6.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KADC_R16,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 159.3, ""type"": ""course_deg""}}"
A1,KADC_R16,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KADC_R16,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADC_R16,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADC_R16,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 339.4, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KADC_R34,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 339.3, ""type"": ""course_deg""}}"
A1,KADC_R34,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KADC_R34,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADC_R34,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KADC_R34,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 159.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KADF_R04,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 40.2, ""type"": ""course_deg""}}"
A1,KADF_R04,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KADF_R04,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADF_R04,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KADF_R04,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 220.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KADF_R22,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 220.3, ""type"": ""course_deg""}}"
A1,KADF_R22,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KADF_R22,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADF_R22,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KADF_R22,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 40.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A1,KADH_R18,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 177.0, ""type"": ""course_deg""}}"
A1,KADH_R18,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A1,KADH_R18,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A1,KADH_R18,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A1,KADH_R18,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 357.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A1,KADH_R36,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 357.0, ""type"": ""course_deg""}}"
A1,KADH_R36,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
