method,target_scope,chart_id,field,correct,error_type,comparison_policy,pred_compact,target_compact
A1,Q5_hold_other,KACP_R18,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KACP_R18,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACP_R18,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACP_R18,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACP_R18,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":357.5,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACP_R36,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":357.5,""type"":""course_deg""}}"
A1,Q5_hold_other,KACP_R36,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KACP_R36,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KACP_R36,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACP_R36,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":177.5,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACQ_R15,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":152.1,""type"":""course_deg""}}"
A1,Q4_direct,KACQ_R15,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACQ_R15,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACQ_R15,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACQ_R15,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":332.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACQ_R33,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":332.2,""type"":""course_deg""}}"
A1,Q4_direct,KACQ_R33,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACQ_R33,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACQ_R33,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACQ_R33,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":152.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACY_R04,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":38.0,""type"":""course_deg""}}"
A1,Q4_direct,KACY_R04,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACY_R04,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACY_R04,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACY_R04,leg_3.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":270.0,""leg_distance_nm"":6.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACY_R13-Y,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":127.9,""type"":""course_deg""}}"
A1,Q4_direct,KACY_R13-Y,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACY_R13-Y,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACY_R13-Y,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_other,KACY_R13-Y,leg_3.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACY_R13-Y,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACY_R13-Y,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":218.2,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KACY_R31-Y,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":308.1,""type"":""course_deg""}}"
A1,Q4_direct,KACY_R31-Y,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KACY_R31-Y,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACY_R31-Y,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KACY_R31-Y,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KACY_R31-Y,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":37.8,""leg_distance_nm"":6.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADC_R16,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":159.3,""type"":""course_deg""}}"
A1,Q4_direct,KADC_R16,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADC_R16,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADC_R16,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADC_R16,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":339.4,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADC_R34,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":339.3,""type"":""course_deg""}}"
A1,Q4_direct,KADC_R34,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADC_R34,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADC_R34,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADC_R34,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":159.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADF_R04,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":40.2,""type"":""course_deg""}}"
A1,Q4_direct,KADF_R04,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADF_R04,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADF_R04,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADF_R04,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":220.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADF_R22,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":220.3,""type"":""course_deg""}}"
A1,Q4_direct,KADF_R22,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADF_R22,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADF_R22,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADF_R22,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":40.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KADH_R18,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":177.0,""type"":""course_deg""}}"
A1,Q4_direct,KADH_R18,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADH_R18,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADH_R18,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADH_R18,leg_3.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":357.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADH_R36,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":357.0,""type"":""course_deg""}}"
A1,Q5_hold_other,KADH_R36,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KADH_R36,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KADH_R36,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADH_R36,leg_3.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":177.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADM_R13,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":129.4,""type"":""course_deg""}}"
A1,Q5_hold_other,KADM_R13,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KADM_R13,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KADM_R13,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADM_R13,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":309.5,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KADM_R31,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":309.5,""type"":""course_deg""}}"
A1,Q4_direct,KADM_R31,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KADM_R31,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KADM_R31,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KADM_R31,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":129.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
